ID1_G,ID2_G,ID_T_G,ID_R_G,RESULT_G,DATE_G
21601,28659,10807,4,6-3 7-6(1),2014-02-05 00:00:00
13799,1266,10808,4,6-4 7-6(8),2014-02-05 00:00:00
11748,34720,10809,4,6-0 3-6 10-6,2014-02-05 00:00:00
29221,28551,10876,4,6-3 6-2,2014-02-05 00:00:00
9649,22129,10876,4,6-3 6-2,2014-02-04 00:00:00
34736,28561,10877,4,6-4 6-7(4) 10-3,2014-02-05 00:00:00
29217,27232,10877,4,6-3 6-3,2014-02-05 00:00:00
28155,34731,10878,9,w/o,2014-02-05 00:00:00
26181,34728,10878,9,6-1 6-2,2014-02-05 00:00:00
4084,11683,10877,9,w/o,2014-02-06 00:00:00
11521,25365,10878,5,6-1 6-3,2014-02-06 00:00:00
14891,27851,10878,5,7-5 6-4,2014-02-06 00:00:00
12495,20193,10877,9,3-6 6-2 6-2,2014-02-06 00:00:00
1264,8753,10877,9,6-0 6-2,2014-02-06 00:00:00
11373,7511,10877,9,7-5 6-4,2014-02-06 00:00:00
12226,9649,10876,5,6-2 7-6(4),2014-02-05 00:00:00
1735,12577,10940,13,6-3 6-7(5) 4-6 6-4 6-2,2014-01-31 00:00:00
10971,14884,10940,14,6-0 6-3 6-4,2014-01-31 00:00:00
25282,34587,10940,15,6-2 4-6 6-3 6-2,2014-02-01 00:00:00
10971,12577,10940,16,6-1 6-1 6-1,2014-02-02 00:00:00
14884,7245,10940,17,5-7 6-4 6-2,2014-02-02 00:00:00
34735,34736,10877,9,6-3 6-2,2014-02-06 00:00:00
3492,609,10807,5,7-5 6-4,2014-02-06 00:00:00
558,14727,10807,5,7-6(5) 7-6(5),2014-02-06 00:00:00
1576,5127,10808,5,6-3 6-2,2014-02-06 00:00:00
34739,24365,10877,9,6-7(5) 6-4 10-6,2014-02-06 00:00:00
30686,28776,10877,9,6-4 7-5,2014-02-06 00:00:00
29217,34742,10877,9,6-2 6-3,2014-02-06 00:00:00
11181,15075,10951,13,6-3 7-6(3) 6-3,2014-01-31 00:00:00
5054,9667,10951,14,6-3 6-4 6-4,2014-01-31 00:00:00
22729,34790,10951,15,6-3 6-2 6-3,2014-02-01 00:00:00
34789,21815,10951,16,5-7 6-1 7-5,2014-02-02 00:00:00
662,4010,10807,5,7-6(4) 6-3,2014-02-06 00:00:00
678,4236,10808,5,6-4 6-2,2014-02-06 00:00:00
9305,745,10808,5,1-6 6-1 7-6(4),2014-02-06 00:00:00
469,75,10808,5,4-6 7-5 6-1,2014-02-06 00:00:00
34708,34710,10808,9,7-5 6-3,2014-02-06 00:00:00
34447,20612,10808,9,w/o,2014-02-06 00:00:00
12921,10550,10952,13,3-6 7-6(4) 6-2 1-6 6-3,2014-01-31 00:00:00
12587,1742,10952,14,6-7(5) 6-3 6-4 6-4,2014-01-31 00:00:00
20993,13540,10952,15,6-3 7-6(3) 7-5,2014-02-01 00:00:00
12921,1742,10952,16,6-7(5) 6-7(1) 6-3 7-5 6-4,2014-02-02 00:00:00
12495,10844,10953,13,6-2 6-4 6-7(1) 6-3,2014-01-31 00:00:00
4084,4025,10953,14,6-7(4) 7-6(3) 1-6 6-2 9-7,2014-01-31 00:00:00
34791,28776,10953,15,6-0 6-7(3) 6-3 7-6(2),2014-02-01 00:00:00
8753,10844,10953,16,6-1 6-4,2014-02-02 00:00:00
12495,10934,10953,17,7-5 6-0,2014-02-02 00:00:00
14860,568,10807,5,7-6(5) 6-7(5) 7-5,2014-02-06 00:00:00
5917,11923,10807,5,6-3 6-2,2014-02-06 00:00:00
13525,21601,10807,9,7-6(5) 6-3,2014-02-06 00:00:00
1672,4003,10807,5,6-3 6-4,2014-02-06 00:00:00
14408,27499,10807,9,6-4 7-6(4),2014-02-06 00:00:00
13799,6080,10808,5,1-6 6-3 7-6(5),2014-02-06 00:00:00
4964,655,10808,5,7-6(5) 6-3,2014-02-06 00:00:00
674,563,10807,5,6-1 6-3,2014-02-06 00:00:00
28588,28978,10807,9,6-4 6-4,2014-02-06 00:00:00
22,2904,10808,5,4-6 6-3 6-3,2014-02-06 00:00:00
20648,11940,10809,5,1-6 7-6(5) 7-6(7),2014-02-06 00:00:00
838,6458,10809,5,6-2 6-4,2014-02-06 00:00:00
5054,10590,10876,9,7-6(5) 6-2,2014-02-06 00:00:00
12083,7806,10807,5,7-6(2) 6-3,2014-02-06 00:00:00
7043,14432,10809,5,6-3 7-6(5),2014-02-06 00:00:00
15323,11748,10809,9,6-4 6-4,2014-02-06 00:00:00
30425,25183,10809,9,2-6 6-3 10-7,2014-02-06 00:00:00
10819,9488,10876,9,7-6(5) 6-1,2014-02-06 00:00:00
11178,12226,10876,9,6-3 6-2,2014-02-06 00:00:00
4067,10995,10809,5,6-4 7-6(0),2014-02-06 00:00:00
21097,28148,10809,9,4-6 6-3 10-8,2014-02-06 00:00:00
29221,25306,10876,9,6-4 3-6 10-6,2014-02-06 00:00:00
21961,34721,10809,9,6-3 6-3,2014-02-06 00:00:00
15914,29215,10876,9,6-4 7-6(4),2014-02-06 00:00:00
34746,28167,10876,9,7-5 6-1,2014-02-06 00:00:00
11003,9842,10878,9,6-3 7-6(4),2014-02-07 00:00:00
11517,11025,10878,9,7-5 6-1,2014-02-07 00:00:00
4045,3994,10809,5,4-6 6-3 6-4,2014-02-06 00:00:00
6002,10292,10876,9,2-6 6-4 7-6(6),2014-02-06 00:00:00
12495,4084,10877,10,6-2 6-4,2014-02-07 00:00:00
34735,34739,10877,10,6-3 7-6(5),2014-02-07 00:00:00
11521,14891,10878,9,6-4 1-6 6-3,2014-02-07 00:00:00
1264,11373,10877,10,7-6(4) 6-3,2014-02-07 00:00:00
8313,13398,10878,9,6-1 6-2,2014-02-07 00:00:00
29217,30686,10877,10,6-2 6-1,2014-02-07 00:00:00
469,1576,10808,9,6-4 6-3,2014-02-07 00:00:00
5917,3492,10807,9,6-4 6-4,2014-02-07 00:00:00
558,662,10807,9,6-3 3-6 7-6(5),2014-02-07 00:00:00
12083,1672,10807,9,6-2 6-4,2014-02-07 00:00:00
6101,4964,10808,9,7-5 6-4,2014-02-07 00:00:00
674,14860,10807,9,6-4 6-2,2014-02-07 00:00:00
14408,13525,10807,10,6-3 6-2,2014-02-07 00:00:00
9305,678,10808,9,6-4 2-6 6-4,2014-02-07 00:00:00
22,13799,10808,9,7-6(6) 6-4,2014-02-07 00:00:00
5961,961,10809,9,3-6 6-4 6-2,2014-02-07 00:00:00
7540,838,10809,9,3-6 7-5 6-3,2014-02-07 00:00:00
15914,29221,10876,10,6-2 7-5,2014-02-07 00:00:00
11178,5054,10876,10,6-1 6-1,2014-02-07 00:00:00
34447,34714,10808,10,7-6(4) 3-6 10-6,2014-02-07 00:00:00
4067,7043,10809,9,6-4 3-6 6-2,2014-02-07 00:00:00
4045,20648,10809,9,6-2 7-5,2014-02-07 00:00:00
30425,15323,10809,10,6-7(2) 6-1 10-7,2014-02-07 00:00:00
21097,21961,10809,10,6-2 6-2,2014-02-07 00:00:00
34746,34745,10876,10,6-4 4-6 11-9,2014-02-07 00:00:00
11003,11521,10878,10,6-3 6-4,2014-02-08 00:00:00
8313,11517,10878,10,3-0 ret.,2014-02-08 00:00:00
6002,10819,10876,10,6-4 5-7 6-3,2014-02-07 00:00:00
10844,19790,10882,1,7-5 7-5,2014-02-08 00:00:00
14513,17003,10882,1,6-2 7-6(5),2014-02-08 00:00:00
9671,18627,10882,1,6-1 6-4,2014-02-08 00:00:00
18440,6188,10882,1,6-1 6-4,2014-02-08 00:00:00
7451,10891,10882,1,6-0 6-3,2014-02-08 00:00:00
11492,26067,10882,1,6-0 6-4,2014-02-08 00:00:00
1018,12496,10882,1,6-2 6-2,2014-02-08 00:00:00
13069,28751,10882,1,7-5 6-1,2014-02-08 00:00:00
8867,5885,10882,1,6-2 6-4,2014-02-08 00:00:00
20655,12054,10882,1,6-2 7-6(2),2014-02-08 00:00:00
13400,23147,10882,1,6-4 6-4,2014-02-08 00:00:00
8722,17969,10879,1,7-6(6) 6-4,2014-02-08 00:00:00
17359,14465,10879,1,7-6(1) 6-7(2) 7-5,2014-02-08 00:00:00
6528,27203,10881,1,4-6 6-3 6-3,2014-02-08 00:00:00
9053,12430,10882,1,6-4 4-6 7-6(7),2014-02-08 00:00:00
4025,11816,10882,1,7-5 7-5,2014-02-08 00:00:00
11130,24712,10882,1,6-3 4-6 6-2,2014-02-08 00:00:00
28588,16724,10807,10,3-6 6-3 10-7,2014-02-08 00:00:00
6431,18138,10810,1,7-6(4) 6-1,2014-02-08 00:00:00
563,920,10810,1,6-3 6-2,2014-02-08 00:00:00
12495,1264,10877,12,4-6 6-3 7-5,2014-02-08 00:00:00
9479,17252,10879,1,6-2 7-6(3),2014-02-08 00:00:00
17058,21951,10881,1,6-2 7-5,2014-02-08 00:00:00
19474,32700,10881,1,6-1 6-0,2014-02-08 00:00:00
13445,7317,10881,1,6-2 6-4,2014-02-08 00:00:00
5884,12527,10882,1,6-1 6-4,2014-02-08 00:00:00
8590,13073,10882,1,5-7 7-5 6-3,2014-02-08 00:00:00
695,20811,10810,1,6-1 6-2,2014-02-08 00:00:00
1266,9516,10810,1,6-3 6-2,2014-02-08 00:00:00
749,22432,10810,1,4-6 6-1 3-0 ret.,2014-02-08 00:00:00
29217,34735,10877,12,6-4 7-6(3),2014-02-08 00:00:00
13820,12852,10879,1,6-3 4-6 6-3,2014-02-08 00:00:00
17357,7389,10879,1,6-4 6-7(5) 6-2,2014-02-08 00:00:00
13798,2586,10881,1,w/o,2014-02-08 00:00:00
9373,23142,10881,1,6-2 6-2,2014-02-08 00:00:00
9899,10465,10881,1,6-2 6-0,2014-02-08 00:00:00
30496,25533,10881,1,6-4 7-5,2014-02-08 00:00:00
5917,558,10807,10,6-2 3-6 6-1,2014-02-08 00:00:00
6101,469,10808,10,6-3 6-4,2014-02-08 00:00:00
20650,7805,10810,1,7-6(4) 7-6(1),2014-02-08 00:00:00
9241,9584,10810,1,6-3 ret.,2014-02-08 00:00:00
24916,14623,10811,1,6-1 6-2,2014-02-08 00:00:00
4178,28681,10811,1,6-0 6-0,2014-02-08 00:00:00
641,10202,10812,1,5-0 ret.,2014-02-08 00:00:00
6818,1719,10812,1,6-4 6-4,2014-02-08 00:00:00
14814,5083,10812,1,6-3 6-1,2014-02-08 00:00:00
12653,14982,10812,1,2-6 6-4 6-2,2014-02-08 00:00:00
1936,11005,10812,1,6-4 6-2,2014-02-08 00:00:00
12594,2179,10812,1,1-6 6-4 6-3,2014-02-08 00:00:00
6225,4226,10879,1,6-4 6-4,2014-02-08 00:00:00
18524,2034,10879,1,2-6 6-4 6-4,2014-02-08 00:00:00
13844,18122,10879,1,7-6(8) 6-3,2014-02-08 00:00:00
674,12083,10807,10,7-6(6) 7-6(4),2014-02-08 00:00:00
22,9305,10808,10,5-7 6-4 6-3,2014-02-08 00:00:00
11226,10593,10811,1,6-2 6-2,2014-02-08 00:00:00
612,32769,10811,1,6-2 6-1,2014-02-08 00:00:00
19962,801,10811,1,6-3 7-5,2014-02-08 00:00:00
13429,11309,10811,1,6-2 6-3,2014-02-08 00:00:00
12534,1113,10812,1,5-7 7-6(4) 5-1 ret.,2014-02-08 00:00:00
761,11881,10812,1,1-6 6-4 6-1,2014-02-08 00:00:00
13957,18477,10812,1,6-2 6-4,2014-02-08 00:00:00
12577,7127,10812,1,4-6 4-2 ret.,2014-02-08 00:00:00
6277,9391,10879,1,4-6 7-5 6-3,2014-02-08 00:00:00
693,16433,10879,1,4-6 6-2 6-2,2014-02-08 00:00:00
34708,28424,10808,10,6-3 6-4,2014-02-08 00:00:00
10590,2014,10811,1,6-3 6-0,2014-02-08 00:00:00
9649,8790,10811,1,0-6 6-2 6-1,2014-02-08 00:00:00
22600,11181,10811,1,7-6(3) 6-1,2014-02-08 00:00:00
13722,1132,10811,1,6-0 7-6(5),2014-02-08 00:00:00
5844,3054,10812,1,5-4 ret.,2014-02-08 00:00:00
814,7382,10812,1,7-6(3) 6-3,2014-02-08 00:00:00
24840,17829,10812,1,6-1 6-4,2014-02-08 00:00:00
20694,431,10812,1,6-2 6-2,2014-02-08 00:00:00
3754,17249,10879,1,6-2 6-0,2014-02-08 00:00:00
7889,7545,10879,1,7-6(0) 6-3,2014-02-08 00:00:00
6817,20463,10879,1,6-4 7-6(0),2014-02-08 00:00:00
9153,32225,10879,1,6-0 6-1,2014-02-08 00:00:00
7540,5961,10809,10,7-6(2) 6-3,2014-02-08 00:00:00
10231,12226,10811,1,7-6(5) 6-1,2014-02-08 00:00:00
5103,34792,10811,1,6-1 6-0,2014-02-08 00:00:00
5054,15019,10811,1,7-6(2) 6-4,2014-02-08 00:00:00
6302,12231,10811,1,6-4 6-4,2014-02-08 00:00:00
11917,617,10811,1,7-6(6) 6-1,2014-02-08 00:00:00
20648,6501,10812,1,7-6(2) 6-2,2014-02-08 00:00:00
21499,21397,10879,1,7-6(5) 2-0 ret.,2014-02-08 00:00:00
4067,4045,10809,10,6-4 1-6 7-6(5),2014-02-08 00:00:00
1181,1049,10811,1,7-6(3) 6-3,2014-02-08 00:00:00
30425,21097,10809,12,6-3 6-4,2014-02-08 00:00:00
15914,34746,10876,12,6-4 6-2,2014-02-08 00:00:00
11178,6002,10876,12,6-4 6-4,2014-02-08 00:00:00
745,10647,10810,1,6-2 6-2,2014-02-08 00:00:00
34730,30578,10878,9,6-1 6-1,2014-02-06 00:00:00
30579,26181,10878,10,7-6(7) 5-7 10-8,2014-02-08 00:00:00
9259,18176,10879,1,6-0 6-3,2014-02-08 00:00:00
11003,8313,10878,12,6-3 7-6(9),2014-02-09 00:00:00
9671,18440,10882,2,6-2 6-4,2014-02-09 00:00:00
1018,7451,10882,2,6-4 6-1,2014-02-09 00:00:00
11492,13400,10882,2,6-2 7-6(5),2014-02-09 00:00:00
10844,14513,10882,2,6-2 6-3,2014-02-09 00:00:00
9053,5884,10882,2,6-3 7-5,2014-02-09 00:00:00
13069,8867,10882,2,6-4 6-7(5) 6-3,2014-02-09 00:00:00
4025,11130,10882,2,6-4 6-0,2014-02-09 00:00:00
34730,28155,10878,10,6-2 6-4,2014-02-08 00:00:00
8722,17357,10879,2,6-4 6-1,2014-02-09 00:00:00
9479,17359,10879,2,6-3 6-2,2014-02-09 00:00:00
28588,14408,10807,12,6-4 1-6 10-7,2014-02-09 00:00:00
563,6431,10810,3,5-7 7-6(4) 6-3,2014-02-09 00:00:00
13844,18524,10879,2,7-5 6-3,2014-02-09 00:00:00
693,9259,10879,2,7-5 6-3,2014-02-09 00:00:00
20655,8590,10882,2,2-6 7-6(5) 6-4,2014-02-09 00:00:00
34447,34708,10808,12,3-6 6-4 10-2,2014-02-09 00:00:00
1266,695,10810,3,7-6(2) 6-4,2014-02-09 00:00:00
745,749,10810,3,5-7 6-4 6-4,2014-02-09 00:00:00
3994,12498,10812,1,6-4 7-6(3),2014-02-09 00:00:00
3754,6225,10879,2,6-7(2) 6-3 7-6(4),2014-02-09 00:00:00
6817,9153,10879,2,6-4 7-6(5),2014-02-09 00:00:00
17058,19474,10881,3,4-6 6-1 6-4,2014-02-09 00:00:00
13445,6528,10881,3,7-5 6-3,2014-02-09 00:00:00
5917,674,10807,12,6-4 6-4,2014-02-09 00:00:00
20650,9241,10810,3,6-1 7-5,2014-02-09 00:00:00
6818,761,10812,2,4-6 6-4 1-0 ret.,2014-02-09 00:00:00
14814,12653,10812,2,6-4 7-6(3),2014-02-09 00:00:00
7889,6277,10879,2,7-5 6-3,2014-02-09 00:00:00
13820,21499,10879,2,6-7(7) 6-2 6-4,2014-02-09 00:00:00
9899,30496,10881,3,6-4 6-4,2014-02-09 00:00:00
34730,30579,10878,12,6-4 6-4,2014-02-09 00:00:00
6101,22,10808,12,6-3 6-4,2014-02-09 00:00:00
10590,19962,10811,2,6-3 6-7(5) 6-4,2014-02-09 00:00:00
13429,9649,10811,2,6-2 7-5,2014-02-09 00:00:00
10231,22600,10811,2,6-3 6-1,2014-02-09 00:00:00
4178,24916,10811,2,6-0 6-4,2014-02-09 00:00:00
24840,20694,10812,2,6-2 7-6(5),2014-02-09 00:00:00
13957,12577,10812,2,6-0 7-6(6),2014-02-09 00:00:00
1936,12594,10812,2,6-2 6-4,2014-02-09 00:00:00
9373,13798,10881,3,7-5 3-6 6-2,2014-02-09 00:00:00
11226,612,10811,2,1-6 6-1 6-4,2014-02-09 00:00:00
5103,13722,10811,2,6-4 6-4,2014-02-09 00:00:00
5054,6302,10811,2,7-5 6-4,2014-02-09 00:00:00
1181,11917,10811,2,6-2 6-4,2014-02-09 00:00:00
5844,814,10812,2,6-3 6-4,2014-02-09 00:00:00
3994,20648,10812,2,6-1 6-0,2014-02-09 00:00:00
4067,7540,10809,12,6-2 6-4,2014-02-09 00:00:00
10844,9671,10882,3,7-6(4) 7-6(5),2014-02-10 00:00:00
1018,9053,10882,3,6-0 6-3,2014-02-10 00:00:00
9475,7511,10882,4,1-6 7-5 6-4,2014-02-10 00:00:00
13069,20655,10882,3,6-4 3-6 6-3,2014-02-10 00:00:00
4025,11492,10882,3,4-6 6-2 6-2,2014-02-10 00:00:00
4084,10813,10882,4,6-4 6-4,2014-02-10 00:00:00
13820,13844,10879,3,7-6(4) 6-4,2014-02-10 00:00:00
693,8722,10879,3,6-3 6-4,2014-02-10 00:00:00
3992,12587,10882,4,7-6(1) 6-0,2014-02-10 00:00:00
775,5136,10882,4,7-6(3) 6-4,2014-02-10 00:00:00
641,12534,10812,2,7-6(1) 3-6 7-5,2014-02-09 00:00:00
563,4964,10810,4,4-6 7-6(2) 6-4,2014-02-10 00:00:00
7889,3754,10879,3,7-5 6-2,2014-02-10 00:00:00
9479,6817,10879,3,7-6(5) 7-6(5),2014-02-10 00:00:00
8942,11224,10881,4,6-1 ret.,2014-02-10 00:00:00
9373,14482,10881,4,7-5 7-6(3),2014-02-10 00:00:00
34808,5736,10882,4,6-4 6-1,2014-02-10 00:00:00
30740,34809,10882,4,6-2 4-6 10-8,2014-02-10 00:00:00
10828,13032,10882,4,6-2 3-6 6-4,2014-02-10 00:00:00
745,5929,10810,4,6-4 2-6 6-3,2014-02-10 00:00:00
13674,18772,10879,4,6-3 7-6(3),2014-02-10 00:00:00
5058,20542,10879,4,6-4 7-6(7),2014-02-10 00:00:00
5647,17506,10810,4,6-3 7-6(8),2014-02-10 00:00:00
831,791,10810,4,6-3 6-3,2014-02-10 00:00:00
28063,30635,10810,4,6-3 7-6(4),2014-02-10 00:00:00
641,6818,10812,3,7-6(5) 6-0,2014-02-10 00:00:00
16847,29417,10879,4,7-6(1) 7-6(3),2014-02-10 00:00:00
9833,7007,10879,4,7-5 6-3,2014-02-10 00:00:00
9658,13445,10881,4,6-3 6-7(2) 6-2,2014-02-10 00:00:00
11226,10590,10811,3,6-1 7-5,2014-02-10 00:00:00
12525,4443,10879,4,7-6(7) 7-5,2014-02-10 00:00:00
24978,34807,10879,4,7-5 6-4,2014-02-10 00:00:00
10014,8721,10881,4,7-6(3) 4-6 7-5,2014-02-10 00:00:00
3985,854,10810,4,4-6 6-3 6-1,2014-02-10 00:00:00
13429,10231,10811,3,7-6(1) 6-4,2014-02-10 00:00:00
5103,4178,10811,3,6-3 7-5,2014-02-10 00:00:00
29000,34802,10811,4,7-5 1-6 10-4,2014-02-10 00:00:00
24840,13957,10812,3,3-6 6-4 6-4,2014-02-10 00:00:00
882,11009,10879,4,6-2 6-4,2014-02-10 00:00:00
14177,3682,10879,4,6-3 6-3,2014-02-10 00:00:00
5918,4461,10881,4,7-6(4) 6-4,2014-02-10 00:00:00
678,1266,10810,4,6-2 7-5,2014-02-10 00:00:00
1181,5054,10811,3,6-3 6-7(1) 6-4,2014-02-10 00:00:00
18017,6228,10811,4,6-3 6-2,2014-02-10 00:00:00
3994,5844,10812,3,6-3 4-6 6-1,2014-02-10 00:00:00
1936,14814,10812,3,6-3 4-6 6-4,2014-02-10 00:00:00
685,17928,10881,4,6-4 6-4,2014-02-10 00:00:00
453,748,10811,4,3-6 6-3 6-1,2014-02-10 00:00:00
30243,22669,10811,4,7-6(4) 6-4,2014-02-10 00:00:00
935,11923,10812,4,6-4 6-2,2014-02-10 00:00:00
9471,961,10812,4,7-6(6) 6-4,2014-02-10 00:00:00
1035,10995,10812,4,7-5 3-6 6-2,2014-02-10 00:00:00
84,14432,10812,4,6-4 6-4,2014-02-10 00:00:00
1841,11940,10812,4,3-6 7-5 6-1,2014-02-10 00:00:00
6831,22434,10811,4,6-7(5) 6-4 6-3,2014-02-10 00:00:00
7345,1018,10882,4,6-2 6-4,2014-02-11 00:00:00
8517,11683,10882,4,6-3 6-1,2014-02-11 00:00:00
4025,5069,10882,4,6-3 6-2,2014-02-11 00:00:00
3316,4454,10882,4,6-4 6-2,2014-02-11 00:00:00
1264,20193,10882,4,6-3 6-1,2014-02-11 00:00:00
1640,10844,10882,4,6-3 6-2,2014-02-11 00:00:00
2379,10400,10882,4,6-3 6-3,2014-02-11 00:00:00
13764,13269,10882,4,7-6(3) 6-4,2014-02-11 00:00:00
12495,13069,10882,4,4-6 6-3 6-1,2014-02-11 00:00:00
11981,13447,10879,4,6-3 2-6 6-4,2014-02-11 00:00:00
9676,10901,10879,4,6-4 7-6(9),2014-02-11 00:00:00
30686,34810,10882,4,6-0 6-3,2014-02-11 00:00:00
1569,2244,10882,4,6-3 3-6 7-5,2014-02-11 00:00:00
11373,8753,10882,4,6-4 6-2,2014-02-11 00:00:00
6848,3492,10810,4,6-4 7-6(4),2014-02-11 00:00:00
6101,4146,10810,4,6-2 6-2,2014-02-11 00:00:00
5129,7455,10879,4,6-4 6-4,2014-02-11 00:00:00
7826,693,10879,4,7-6(7) 6-3,2014-02-11 00:00:00
14860,1930,10881,4,7-6(5) 6-3,2014-02-11 00:00:00
1687,25171,10881,4,7-6(5) 6-1,2014-02-11 00:00:00
24365,30757,10882,4,6-1 3-6 10-6,2014-02-11 00:00:00
28776,27232,10882,4,2-6 6-4 10-6,2014-02-11 00:00:00
16245,18839,10882,4,7-6(3) 7-6(1),2014-02-11 00:00:00
34737,34811,10882,4,6-1 6-7(5) 12-10,2014-02-11 00:00:00
21117,12805,10810,4,7-6(4) 2-6 11-9,2014-02-11 00:00:00
6080,75,10810,4,6-2 6-2,2014-02-11 00:00:00
7889,20104,10879,4,7-6(8) 6-3,2014-02-11 00:00:00
34806,30825,10879,4,6-4 6-3,2014-02-11 00:00:00
21032,29856,10879,4,3-6 6-3 10-8,2014-02-11 00:00:00
6850,13277,10881,4,6-3 6-3,2014-02-11 00:00:00
14727,17058,10881,4,6-7(5) 6-3 6-3,2014-02-11 00:00:00
9899,12039,10881,4,7-6(5) 6-7(1) 6-4,2014-02-11 00:00:00
34447,34818,10810,4,6-2 6-7(6) 10-5,2014-02-11 00:00:00
34798,9823,10810,4,6-3 3-6 10-7,2014-02-11 00:00:00
34805,34804,10879,4,6-4 6-4,2014-02-11 00:00:00
1747,1003,10879,4,7-6(5) 6-4,2014-02-11 00:00:00
34813,28424,10881,4,6-4 6-2,2014-02-11 00:00:00
29395,25332,10810,4,4-6 7-6(2) 10-6,2014-02-11 00:00:00
655,9521,10811,4,7-5 6-4,2014-02-11 00:00:00
16097,29246,10879,4,7-5 4-6 10-7,2014-02-11 00:00:00
34815,29344,10881,4,6-3 6-7(2) 10-7,2014-02-11 00:00:00
9229,11438,10881,4,4-6 6-4 7-6(6),2014-02-11 00:00:00
11953,609,10810,4,6-2 1-6 6-4,2014-02-11 00:00:00
2904,5127,10811,4,6-3 6-2,2014-02-11 00:00:00
4009,1181,10811,4,6-3 6-4,2014-02-11 00:00:00
9043,918,10811,4,7-6(9) 7-5,2014-02-11 00:00:00
4003,11701,10879,4,6-7(4) 7-5 6-4,2014-02-11 00:00:00
3833,13820,10879,4,6-3 6-4,2014-02-11 00:00:00
9517,7772,10881,4,6-2 6-2,2014-02-11 00:00:00
10402,72,10881,4,6-3 6-4,2014-02-11 00:00:00
5103,11226,10811,4,6-4 6-3,2014-02-11 00:00:00
17474,7806,10811,4,7-5 1-6 7-6(5),2014-02-11 00:00:00
5961,616,10812,4,7-6(4) 6-2,2014-02-11 00:00:00
6081,3994,10812,4,6-4 6-7(6) 6-3,2014-02-11 00:00:00
7540,13765,10812,4,6-3 6-4,2014-02-11 00:00:00
4067,6962,10812,4,7-5 6-2,2014-02-11 00:00:00
12083,650,10810,4,3-6 6-4 6-4,2014-02-11 00:00:00
12661,469,10811,4,6-3 6-4,2014-02-11 00:00:00
34713,34803,10811,4,6-2 7-6(4),2014-02-11 00:00:00
619,24840,10812,4,5-7 6-0 6-3,2014-02-11 00:00:00
13415,34525,10811,4,6-7(2) 6-4 10-7,2014-02-11 00:00:00
673,1936,10812,4,7-6(7) 6-4,2014-02-11 00:00:00
6691,1042,10812,4,6-7(3) 6-4 6-2,2014-02-11 00:00:00
34814,24585,10881,4,w/o,2014-02-11 00:00:00
20306,34816,10881,4,w/o,2014-02-11 00:00:00
25588,22638,10881,4,w/o,2014-02-11 00:00:00
28978,30340,10881,4,w/o,2014-02-11 00:00:00
34812,29217,10882,4,6-3 5-7 10-7,2014-02-11 00:00:00
638,4061,10811,4,2-6 6-4 7-6(7),2014-02-11 00:00:00
3992,8517,10882,5,7-5 6-3,2014-02-12 00:00:00
3316,10828,10882,5,6-4 7-6(3),2014-02-12 00:00:00
4084,1264,10882,5,6-3 6-3,2014-02-12 00:00:00
1640,1569,10882,5,6-4 6-3,2014-02-12 00:00:00
11373,12495,10882,5,6-3 6-4,2014-02-12 00:00:00
13674,9833,10879,5,6-3 6-4,2014-02-12 00:00:00
22835,21272,10881,4,6-3 6-4,2014-02-12 00:00:00
7345,9475,10882,5,6-3 4-6 6-4,2014-02-12 00:00:00
13764,2379,10882,5,6-3 6-2,2014-02-12 00:00:00
4025,775,10882,5,7-5 6-7(0) 6-3,2014-02-12 00:00:00
24365,30686,10882,9,7-5 6-4,2014-02-12 00:00:00
578,6431,10810,4,7-5 6-3,2014-02-12 00:00:00
22,672,10810,4,6-7(4) 7-6(1) 7-5,2014-02-12 00:00:00
8307,16123,10879,4,7-6(8) 4-6 10-8,2014-02-12 00:00:00
882,5058,10879,5,7-6(5) 7-6(5),2014-02-12 00:00:00
14860,10014,10881,5,6-3 7-6(3),2014-02-12 00:00:00
30740,34808,10882,9,6-3 6-3,2014-02-12 00:00:00
16245,28776,10882,9,6-3 7-6(4),2014-02-12 00:00:00
20650,558,10810,4,6-4 4-6 6-4,2014-02-12 00:00:00
16847,34806,10879,9,7-6(8) 6-2,2014-02-12 00:00:00
9373,9517,10881,5,6-3 2-1 ret.,2014-02-12 00:00:00
685,9658,10881,5,6-1 6-7(5) 6-1,2014-02-12 00:00:00
25588,28978,10881,9,7-6(5) 3-6 10-6,2014-02-12 00:00:00
10444,34797,10810,4,7-6(1) 6-3,2014-02-12 00:00:00
674,7970,10810,4,6-7(5) 7-6(2) 6-3,2014-02-12 00:00:00
838,641,10812,4,7-5 6-2,2014-02-12 00:00:00
7043,3639,10812,4,6-4 7-5,2014-02-12 00:00:00
34719,14005,10879,4,6-4 6-4,2014-02-12 00:00:00
9479,1823,10879,4,6-3 6-4,2014-02-12 00:00:00
15153,28276,10881,4,6-3 6-4,2014-02-12 00:00:00
717,13798,10881,4,6-3 7-5,2014-02-12 00:00:00
6465,5917,10810,4,7-6(6) 6-3,2014-02-12 00:00:00
453,6831,10811,5,6-2 7-6(5),2014-02-12 00:00:00
4045,6458,10812,4,6-2 7-5,2014-02-12 00:00:00
7452,3577,10812,4,6-3 4-6 7-6(5),2014-02-12 00:00:00
18867,21097,10812,4,7-5 2-6 10-8,2014-02-12 00:00:00
1747,7826,10879,5,7-6(8) 6-2,2014-02-12 00:00:00
